order_id,menu_id,cust_id,qty,order_date,order_time,eta,delivery_time
ORD_1090,MENU_079,CUST_255,3,2025-06-12,10:30,34,11:15
ORD_967,MENU_076,CUST_243,3,2024-10-23,13:30,38,14:07
ORD_1271,MENU_072,CUST_250,3,2024-05-17,20:30,35,21:02
ORD_949,MENU_048,CUST_256,5,2024-08-29,10:45,29,11:08
ORD_1163,MENU_005,CUST_270,3,2024-09-12,10:30,31,11:10
ORD_838,MENU_048,CUST_214,1,2024-03-31,16:00,27,16:31
ORD_1176,MENU_050,CUST_230,2,2025-02-18,16:00,38,16:40
ORD_1220,MENU_065,CUST_201,3,2025-01-07,10:45,30,11:20
ORD_941,MENU_053,CUST_210,3,2025-03-03,12:00,32,12:43
ORD_726,MENU_013,CUST_231,4,2024-09-10,13:00,39,13:22
ORD_1107,MENU_025,CUST_253,1,2025-02-14,15:00,38,15:36
ORD_1143,MENU_008,CUST_273,2,2024-09-28,11:45,25,12:14
ORD_1111,MENU_046,CUST_249,3,2024-10-08,14:45,24,15:04
ORD_846,MENU_066,CUST_222,5,2025-06-03,16:45,38,17:20
ORD_741,MENU_015,CUST_250,4,2025-01-12,17:30,33,18:11
ORD_1208,MENU_022,CUST_229,2,2025-03-07,20:15,23,20:37
ORD_880,MENU_015,CUST_270,1,2024-07-14,14:30,44,14:49
ORD_1378,MENU_072,CUST_211,3,2025-07-21,12:00,36,12:22
ORD_1284,MENU_006,CUST_266,2,2024-12-19,17:45,39,18:03
ORD_867,MENU_065,CUST_277,2,2024-05-29,12:00,29,12:44
ORD_995,MENU_065,CUST_270,1,2025-06-24,10:30,42,11:06
ORD_1185,MENU_016,CUST_284,1,2024-10-07,13:15,38,13:57
ORD_1004,MENU_042,CUST_272,3,2025-02-02,15:30,23,15:50
ORD_943,MENU_032,CUST_237,1,2025-06-20,17:15,36,17:47
ORD_951,MENU_044,CUST_254,5,2024-08-12,12:45,24,13:17
ORD_796,MENU_060,CUST_241,5,2025-07-24,15:00,45,15:30
ORD_1230,MENU_051,CUST_218,5,2025-04-08,12:15,33,12:52
ORD_1290,MENU_057,CUST_266,3,2024-07-03,18:45,39,19:21
ORD_767,MENU_029,CUST_234,5,2024-05-14,14:45,42,15:18
ORD_1077,MENU_075,CUST_202,5,2025-05-28,16:45,42,17:15
ORD_1040,MENU_054,CUST_272,1,2024-07-10,15:45,39,16:04
ORD_1178,MENU_026,CUST_285,3,2025-07-25,12:30,23,13:03
ORD_1013,MENU_015,CUST_222,3,2024-12-06,19:45,45,20:30
ORD_1338,MENU_012,CUST_222,3,2024-06-16,10:45,35,11:29
ORD_1149,MENU_027,CUST_240,2,2024-05-30,11:45,25,12:08
ORD_1303,MENU_077,CUST_247,2,2025-03-09,19:30,39,19:56
ORD_1335,MENU_002,CUST_240,2,2024-10-03,13:45,32,14:09
ORD_924,MENU_001,CUST_261,1,2025-01-12,15:00,33,15:36
ORD_965,MENU_061,CUST_243,1,2024-03-09,11:00,34,11:37
ORD_1375,MENU_008,CUST_250,2,2024-12-21,17:15,20,17:55
ORD_765,MENU_019,CUST_273,5,2025-06-10,10:45,21,11:09
ORD_1219,MENU_039,CUST_272,3,2024-11-07,18:15,40,18:54
ORD_1387,MENU_049,CUST_232,1,2025-03-01,15:00,39,15:26
ORD_970,MENU_059,CUST_286,3,2025-01-25,18:30,42,19:01
ORD_1068,MENU_027,CUST_202,2,2025-07-30,10:45,31,11:26
ORD_1124,MENU_068,CUST_218,3,2024-03-15,15:45,38,16:06
ORD_1309,MENU_048,CUST_245,5,2024-03-22,19:00,43,19:30
ORD_1322,MENU_068,CUST_236,5,2024-09-11,14:00,32,14:39
ORD_984,MENU_022,CUST_214,1,2025-07-13,17:15,37,17:53
ORD_1174,MENU_048,CUST_278,3,2025-06-13,13:00,45,13:45
ORD_750,MENU_041,CUST_255,5,2024-05-01,18:45,39,19:22
ORD_987,MENU_057,CUST_258,5,2024-03-02,19:45,41,20:18
ORD_1241,MENU_050,CUST_211,4,2025-07-13,21:15,44,21:56
ORD_948,MENU_060,CUST_241,3,2024-09-30,15:30,38,16:11
ORD_1191,MENU_054,CUST_247,2,2024-12-11,16:15,30,16:48
ORD_1046,MENU_020,CUST_264,2,2025-01-10,18:00,44,18:41
ORD_1225,MENU_029,CUST_255,4,2024-12-12,11:45,21,12:23
ORD_986,MENU_006,CUST_276,3,2024-03-10,21:15,20,21:39
ORD_1300,MENU_042,CUST_201,1,2024-10-17,19:45,28,20:09
ORD_1404,MENU_041,CUST_286,1,2025-07-06,19:15,30,19:49
ORD_934,MENU_075,CUST_250,4,2024-12-19,12:30,21,12:57
ORD_897,MENU_011,CUST_218,4,2025-01-12,17:15,39,17:35
ORD_1243,MENU_026,CUST_257,5,2024-02-11,16:30,37,16:56
ORD_1232,MENU_076,CUST_201,1,2024-05-15,21:15,36,21:50
ORD_1133,MENU_012,CUST_288,4,2025-05-19,16:30,37,17:00
ORD_1065,MENU_014,CUST_236,2,2024-12-17,11:45,42,12:07
ORD_858,MENU_004,CUST_256,2,2024-06-18,21:45,21,22:16
ORD_1346,MENU_075,CUST_287,2,2024-05-08,21:15,41,21:41
ORD_1115,MENU_041,CUST_234,3,2024-10-03,12:00,30,12:37
ORD_1298,MENU_008,CUST_250,5,2025-03-15,13:45,45,14:27
ORD_1186,MENU_048,CUST_227,4,2024-05-12,19:45,40,20:16
ORD_1400,MENU_012,CUST_238,3,2025-05-09,12:45,42,13:25
ORD_905,MENU_073,CUST_245,1,2024-09-28,20:15,44,20:51
ORD_917,MENU_037,CUST_228,5,2025-02-14,10:45,37,11:12
ORD_1094,MENU_008,CUST_252,3,2024-12-20,20:00,30,20:18
ORD_1320,MENU_041,CUST_256,2,2024-09-21,11:45,40,12:28
ORD_1058,MENU_026,CUST_225,4,2024-11-26,14:30,37,15:06
ORD_950,MENU_044,CUST_245,2,2024-11-14,21:00,40,21:27
ORD_1071,MENU_078,CUST_252,3,2024-03-27,13:30,44,14:10
ORD_1007,MENU_063,CUST_254,4,2024-04-05,19:30,32,19:48
ORD_1053,MENU_032,CUST_202,4,2024-11-25,13:45,35,14:07
ORD_745,MENU_026,CUST_270,1,2025-01-04,12:30,20,13:10
ORD_1080,MENU_039,CUST_245,5,2024-09-01,10:30,33,10:51
ORD_1368,MENU_066,CUST_285,5,2025-04-29,16:30,30,16:53
ORD_972,MENU_010,CUST_228,2,2025-04-19,10:45,37,11:19
ORD_904,MENU_078,CUST_267,1,2024-06-06,12:30,38,12:49
ORD_968,MENU_064,CUST_282,5,2024-05-26,20:15,33,20:42
ORD_861,MENU_005,CUST_240,5,2025-01-26,18:45,25,19:29
ORD_1308,MENU_025,CUST_235,3,2024-05-28,17:45,22,18:05
ORD_775,MENU_071,CUST_252,4,2024-07-12,21:15,38,21:45
ORD_988,MENU_064,CUST_264,3,2025-07-18,16:00,20,16:34
ORD_1399,MENU_037,CUST_223,3,2024-04-04,19:45,38,20:09
ORD_973,MENU_072,CUST_252,3,2024-09-18,13:30,40,13:50
ORD_1165,MENU_065,CUST_268,5,2025-05-15,19:45,25,20:30
ORD_962,MENU_017,CUST_264,4,2024-08-16,10:45,34,11:24
ORD_1182,MENU_003,CUST_231,2,2025-06-26,14:45,21,15:30
ORD_1141,MENU_078,CUST_287,2,2024-10-28,20:45,26,21:06
ORD_1142,MENU_077,CUST_269,4,2024-10-25,11:45,23,12:12
ORD_1089,MENU_061,CUST_210,2,2024-10-04,11:30,23,12:04
ORD_1193,MENU_028,CUST_228,3,2025-05-31,12:00,31,12:40
ORD_1415,MENU_027,CUST_287,5,2025-04-27,10:30,43,11:05
ORD_1314,MENU_011,CUST_253,1,2024-07-24,18:00,43,18:40
ORD_774,MENU_008,CUST_276,3,2025-04-02,18:45,31,19:13
ORD_1398,MENU_071,CUST_241,3,2024-05-21,14:30,38,14:55
ORD_1383,MENU_026,CUST_210,1,2025-06-19,20:00,21,20:44
ORD_743,MENU_014,CUST_270,5,2025-07-02,21:15,26,21:39
ORD_777,MENU_020,CUST_263,5,2025-05-22,10:45,23,11:30
ORD_729,MENU_008,CUST_209,2,2024-04-20,19:00,29,19:36
ORD_1146,MENU_038,CUST_215,5,2025-02-27,19:15,37,19:34
ORD_788,MENU_054,CUST_225,3,2025-05-09,11:15,32,11:51
ORD_807,MENU_002,CUST_261,5,2024-07-31,19:15,27,19:43
ORD_1302,MENU_045,CUST_241,5,2025-02-22,15:00,24,15:31
ORD_985,MENU_059,CUST_231,2,2024-03-17,20:00,44,20:18
ORD_1286,MENU_029,CUST_278,2,2024-07-10,12:30,39,13:10
ORD_1380,MENU_013,CUST_220,1,2024-01-20,19:30,44,20:07
ORD_866,MENU_012,CUST_288,3,2024-03-24,15:15,20,15:43
ORD_724,MENU_075,CUST_269,1,2025-01-23,14:45,28,15:29
ORD_1318,MENU_008,CUST_225,4,2025-06-09,14:30,42,15:02
ORD_1022,MENU_048,CUST_262,3,2024-12-29,12:00,38,12:38
ORD_1122,MENU_076,CUST_282,1,2024-07-25,12:30,42,12:53
ORD_789,MENU_061,CUST_253,5,2024-10-29,10:45,20,11:21
ORD_1242,MENU_051,CUST_281,4,2024-06-30,20:00,25,20:23
ORD_1030,MENU_048,CUST_202,2,2024-06-12,15:45,34,16:10
ORD_839,MENU_067,CUST_236,5,2025-02-09,14:30,27,14:58
ORD_1096,MENU_019,CUST_254,3,2024-10-13,11:00,27,11:45
ORD_1326,MENU_066,CUST_252,4,2024-05-02,11:45,39,12:03
ORD_1245,MENU_054,CUST_236,3,2024-02-22,20:30,35,21:13
ORD_864,MENU_072,CUST_266,3,2025-06-09,12:45,22,13:10
ORD_882,MENU_019,CUST_270,1,2025-05-23,21:45,31,22:28
ORD_1128,MENU_041,CUST_202,5,2024-02-03,12:30,45,13:07
ORD_1425,MENU064,CUST_233,4,2024-05-24,13:41,40,14:10
ORD_757,MENU_024,CUST_277,3,2024-06-18,14:30,34,14:51
ORD_1259,MENU_078,CUST_269,2,2024-03-29,14:45,32,15:15
ORD_916,MENU_048,CUST_273,1,2025-03-17,12:30,43,12:59
ORD_947,MENU_038,CUST_243,4,2025-05-03,15:15,20,15:41
ORD_1307,MENU_042,CUST_240,1,2025-07-17,19:00,25,19:30
ORD_1198,MENU_031,CUST_284,2,2025-06-07,21:00,29,21:21
ORD_895,MENU_051,CUST_235,1,2024-06-10,21:15,45,21:44
ORD_755,MENU_005,CUST_227,1,2025-04-09,11:15,28,11:58
ORD_1258,MENU_031,CUST_211,3,2024-02-16,21:00,31,21:34
ORD_1177,MENU_006,CUST_218,2,2025-07-01,20:45,41,21:14
ORD_1304,MENU_014,CUST_241,3,2025-02-27,18:45,25,19:14
ORD_1121,MENU_014,CUST_258,3,2024-08-26,19:15,20,19:49
ORD_1025,MENU_031,CUST_211,4,2025-05-27,12:30,20,13:03
ORD_766,MENU_030,CUST_270,5,2025-05-25,20:45,44,21:04
ORD_1348,MENU_003,CUST_267,4,2025-06-20,11:00,28,11:37
ORD_1154,MENU_059,CUST_241,4,2025-07-30,11:30,37,11:59
ORD_1223,MENU_059,CUST_263,3,2024-02-16,12:45,24,13:29
ORD_1274,MENU_048,CUST_255,5,2024-01-20,18:00,38,18:36
ORD_938,MENU_016,CUST_254,4,2024-04-12,20:15,20,20:50
ORD_810,MENU_073,CUST_214,1,2024-11-27,10:45,21,11:07
ORD_1325,MENU_054,CUST_286,1,2024-07-30,13:15,27,13:59
ORD_933,MENU_008,CUST_248,4,2024-12-23,18:30,29,18:51
ORD_1305,MENU_029,CUST_285,2,2024-12-18,21:45,43,22:07
ORD_1098,MENU_026,CUST_243,3,2024-03-17,19:00,33,19:39
ORD_1287,MENU_014,CUST_269,2,2025-02-28,15:00,35,15:39
ORD_1263,MENU_051,CUST_286,2,2024-12-18,13:45,40,14:30
ORD_844,MENU_037,CUST_218,4,2024-11-06,14:00,31,14:34
ORD_763,MENU_048,CUST_215,5,2024-12-03,16:45,29,17:24
ORD_885,MENU_066,CUST_223,3,2025-03-12,12:45,31,13:17
ORD_919,MENU_002,CUST_237,5,2025-02-07,15:30,37,15:59
ORD_1345,MENU_055,CUST_252,1,2025-01-06,21:45,33,22:08
ORD_1349,MENU_020,CUST_202,2,2024-11-12,13:15,43,13:42
ORD_935,MENU_032,CUST_213,5,2024-09-19,21:45,26,22:09
ORD_862,MENU_044,CUST_259,1,2024-05-21,14:00,40,14:33
ORD_1055,MENU_076,CUST_268,1,2024-10-11,21:30,34,22:03
ORD_1315,MENU_064,CUST_235,5,2025-07-16,14:30,31,15:14
ORD_1200,MENU_014,CUST_230,2,2024-02-10,18:45,26,19:25
ORD_1023,MENU_041,CUST_204,5,2025-03-16,11:00,23,11:26
ORD_1166,MENU_043,CUST_211,1,2024-12-24,15:15,28,15:56
ORD_1214,MENU_067,CUST_236,4,2024-02-25,10:45,35,11:30
ORD_1312,MENU_042,CUST_229,2,2024-06-22,20:00,31,20:25
ORD_940,MENU_028,CUST_253,2,2024-04-01,20:15,37,20:56
ORD_804,MENU_054,CUST_282,4,2024-08-29,15:00,41,15:29
ORD_784,MENU_013,CUST_284,5,2024-03-21,19:45,39,20:24
ORD_1372,MENU_043,CUST_243,2,2025-05-01,21:15,31,21:57
ORD_1123,MENU_049,CUST_271,3,2024-05-31,19:15,44,19:36
ORD_1381,MENU_053,CUST_255,5,2025-07-05,16:15,36,16:54
ORD_1216,MENU_020,CUST_240,5,2025-01-22,16:15,22,16:47
ORD_1363,MENU_053,CUST_287,3,2024-01-09,13:00,24,13:18
ORD_776,MENU_008,CUST_228,2,2024-02-14,15:45,42,16:28
ORD_1132,MENU_067,CUST_266,4,2024-01-02,10:45,43,11:16
ORD_1412,MENU_071,CUST_237,3,2025-03-28,19:15,34,19:34
ORD_854,MENU_057,CUST_273,3,2025-06-23,11:45,36,12:14
ORD_1272,MENU_075,CUST_288,3,2025-05-13,18:00,25,18:38
ORD_1108,MENU_026,CUST_267,3,2024-01-23,11:15,40,11:47
ORD_1369,MENU_080,CUST_237,3,2025-06-17,11:30,35,12:08
ORD_826,MENU_078,CUST_267,5,2025-02-14,11:15,43,11:53
ORD_1066,MENU_044,CUST_266,3,2025-01-27,11:00,23,11:28
ORD_920,MENU_010,CUST_201,3,2025-06-05,16:00,21,16:19
ORD_1059,MENU_039,CUST_234,1,2024-12-17,20:00,21,20:21
ORD_1015,MENU_047,CUST_262,5,2024-06-30,16:30,29,17:11
ORD_980,MENU_041,CUST_285,2,2025-01-14,15:45,21,16:21
ORD_842,MENU_072,CUST_256,5,2024-03-18,12:45,34,13:27
ORD_820,MENU_022,CUST_268,5,2024-04-08,21:30,45,21:52
ORD_1266,MENU_047,CUST_272,3,2024-09-13,11:15,43,11:51
ORD_869,MENU_079,CUST_243,3,2025-07-15,21:45,23,22:27
ORD_1389,MENU_046,CUST_225,2,2025-06-28,16:15,26,16:49
ORD_1033,MENU_005,CUST_276,1,2024-04-14,18:15,31,18:43
ORD_1409,MENU_018,CUST_220,5,2025-06-20,13:15,22,13:41
ORD_1367,MENU_012,CUST_214,2,2024-09-10,21:00,26,21:32
ORD_1336,MENU_019,CUST_264,3,2025-04-29,10:45,35,11:07
ORD_1343,MENU_016,CUST_230,2,2024-12-11,16:45,22,17:05
ORD_1238,MENU_061,CUST_213,4,2025-02-02,13:30,42,14:09
ORD_1355,MENU_060,CUST_277,4,2024-05-19,15:30,35,16:05
ORD_1051,MENU_012,CUST_231,4,2024-10-23,19:30,36,20:09
ORD_748,MENU_047,CUST_236,5,2024-09-15,17:00,22,17:30
ORD_1207,MENU_038,CUST_277,4,2025-02-14,16:45,28,17:29
ORD_1120,MENU_028,CUST_267,1,2025-05-19,18:30,25,19:03
ORD_944,MENU_055,CUST_258,3,2024-12-04,12:45,40,13:11
ORD_927,MENU_030,CUST_254,5,2025-03-27,15:45,24,16:16
ORD_871,MENU_013,CUST_201,2,2025-05-26,19:00,40,19:34
ORD_1392,MENU_076,CUST_252,3,2024-06-10,18:45,31,19:13
ORD_1416,MENU_002,CUST_277,1,2025-06-19,14:45,39,15:26
ORD_955,MENU_072,CUST_240,1,2024-07-29,21:45,22,22:19
ORD_1057,MENU_027,CUST_284,3,2025-07-01,16:15,33,16:59
ORD_1382,MENU_076,CUST_281,1,2024-06-06,19:30,30,20:01
ORD_863,MENU_016,CUST_270,4,2025-06-12,11:30,22,12:12
ORD_896,MENU_078,CUST_273,5,2024-07-24,12:15,45,12:48
ORD_731,MENU_017,CUST_278,3,2024-05-03,19:00,31,19:35
ORD_769,MENU_003,CUST_284,3,2024-04-05,13:00,34,13:21
ORD_734,MENU_014,CUST_276,4,2025-03-21,12:30,39,13:13
ORD_803,MENU_027,CUST_222,4,2025-02-21,14:00,42,14:29
ORD_1048,MENU_013,CUST_287,5,2024-12-22,11:45,23,12:27
ORD_989,MENU_031,CUST_253,1,2024-01-18,18:45,45,19:08
ORD_1370,MENU_018,CUST_220,1,2024-02-23,20:15,23,20:40
ORD_1317,MENU_068,CUST_272,1,2025-06-02,11:00,36,11:27
ORD_1170,MENU_027,CUST_276,3,2025-03-09,16:30,34,16:56
ORD_1248,MENU_049,CUST_269,5,2024-12-05,15:30,29,15:54
ORD_1296,MENU_026,CUST_248,5,2025-05-30,11:00,35,11:39
ORD_936,MENU_013,CUST_243,1,2024-10-05,12:00,39,12:41
ORD_912,MENU_016,CUST_284,5,2024-12-01,19:30,26,20:12
ORD_1086,MENU_051,CUST_258,1,2024-09-18,11:00,27,11:41
ORD_1270,MENU_018,CUST_270,3,2024-11-16,13:15,42,13:56
ORD_847,MENU_022,CUST_222,1,2024-07-11,15:45,36,16:07
ORD_1269,MENU_017,CUST_257,1,2024-06-05,19:30,45,19:58
ORD_892,MENU_005,CUST_281,2,2025-04-01,13:30,42,14:03
ORD_815,MENU_049,CUST_211,4,2025-07-15,21:30,32,22:07
ORD_925,MENU_014,CUST_257,5,2025-04-30,14:15,43,14:34
ORD_978,MENU_004,CUST_204,4,2025-01-24,17:30,29,17:56
ORD_1131,MENU_034,CUST_241,1,2024-09-28,13:15,42,13:35
ORD_992,MENU_028,CUST_267,4,2024-08-19,14:00,40,14:45
ORD_993,MENU_060,CUST_277,2,2025-01-23,16:45,21,17:23
ORD_1012,MENU_042,CUST_272,4,2024-07-19,17:00,24,17:27
ORD_1155,MENU_064,CUST_209,2,2025-05-12,19:45,21,20:08
ORD_1092,MENU_053,CUST_255,2,2024-11-07,21:15,34,21:44
ORD_911,MENU_046,CUST_262,2,2024-04-09,10:45,39,11:16
ORD_1125,MENU_047,CUST_249,3,2024-05-19,12:45,45,13:23
ORD_1138,MENU_059,CUST_277,5,2024-06-09,10:45,26,11:09
ORD_1373,MENU_022,CUST_282,3,2025-05-26,11:30,44,12:08
ORD_735,MENU_072,CUST_243,4,2024-10-01,15:15,22,15:41
ORD_1328,MENU_026,CUST_282,5,2025-06-07,14:45,27,15:27
ORD_1311,MENU_051,CUST_214,2,2025-03-25,10:45,26,11:04
ORD_1147,MENU_065,CUST_218,1,2025-03-04,18:45,38,19:10
ORD_1173,MENU_080,CUST_237,2,2024-12-10,14:30,28,14:56
ORD_759,MENU_071,CUST_262,5,2024-11-26,19:30,20,19:50
ORD_747,MENU_055,CUST_262,1,2024-10-18,17:45,34,18:13
ORD_1275,MENU_003,CUST_273,4,2024-08-05,10:45,40,11:27
ORD_721,MENU_078,CUST_253,4,2025-02-18,21:15,34,21:37
ORD_1210,MENU_026,CUST_269,4,2025-01-23,15:00,41,15:44
ORD_1319,MENU_078,CUST_269,1,2024-09-06,15:45,41,16:17
ORD_991,MENU_039,CUST_225,2,2024-09-30,16:00,31,16:30
ORD_976,MENU_029,CUST_285,4,2024-12-06,14:00,26,14:24
ORD_1203,MENU_070,CUST_271,1,2024-09-27,17:00,23,17:44
ORD_1167,MENU_041,CUST_256,2,2025-01-30,10:30,27,11:08
